ID,area,pop,dens_pop,lon,lat,r_cbd,d_av,Oi,Dj,dens_Oi,dens_Dj
632,1.493771388,13578,9089.744324,-43.098233,-22.892357,7710.322342,5.598369105,689,216,461.2486257,144.60044
633,1.658472522,17183,10360.73843,-43.121213,-22.893135,7711.495581,8.494744655,1809,5813,1090.76272,3505.032445
634,0.605766067,4097,6763.336905,-43.118504,-22.887616,7710.823285,6.717770855,436,1168,719.7497903,1928.137053
635,0.729123407,17166,23543.33963,-43.123063,-22.902695,7712.524433,7.31209338,880,573,1206.928747,785.8751955
636,1.201990134,6918,5755.454896,-43.130945,-22.902047,7712.836943,7.698984242,358,410,297.8393832,341.1009696
638,2.015395288,5759,2857.503952,-43.118487,-22.870139,7709.103041,7.770500015,563,1092,279.3496658,541.8291918
639,1.25808979,9020,7169.599553,-43.108889,-22.886486,7710.253167,7.720481809,861,1222,684.3708665,971.3138198
64,0.969915094,10847,11183.45314,-43.247512,-22.84416,7712.719157,2.739920353,682,230,703.1543323,237.134159
641,0.803842292,21594,26863.47834,-43.102863,-22.904555,7711.743486,6.855821684,1126,785,1400.77228,976.5597154
642,0.996215866,30848,30965.17638,-43.106488,-22.909102,7712.363838,7.614744866,1598,2029,1604.070016,2036.707173
643,0.695827022,26803,38519.6308,-43.113306,-22.902582,7712.047645,7.803061416,1263,982,1815.106283,1411.270285
644,2.08808324,16542,7922.097972,-43.101834,-22.864234,7707.727053,5.814640325,1067,1062,510.9949544,508.6004139
645,3.311299987,34623,10456.01429,-43.084097,-22.875899,7708.028455,6.65269395,1887,555,569.8668218,167.6078888
646,1.583338605,16638,10508.17554,-43.09188,-22.884158,7709.212467,6.968896114,1205,1032,761.0500979,651.7873037
649,0.536260921,3223,6010.134011,-43.075392,-22.883936,7708.404136,6.791800836,222,112,413.9775831,208.8535555
65,0.102033027,2926,28676.98901,-43.181903,-22.95509,7720.487976,10.77114896,108,198,1058.480797,1940.548128
650,8.009127593,16618,2074.882664,-43.075178,-22.94626,7714.527582,8.107521724,820,835,102.383186,104.2560491
651,2.417827605,8330,3445.241498,-43.522859,-22.745767,7716.297766,11.91449244,359,444,148.4803959,183.6359214
652,8.396524731,45143,5376.391,-43.527634,-22.714191,7713.430649,19.40338069,1078,367,128.3864497,43.7085594
654,5.41532665,41142,7597.325639,-43.463871,-22.761065,7714.953739,3.527897793,539,156,99.53231538,28.80712653
655,8.702804951,71435,8208.273126,-43.450442,-22.753024,7713.517364,10.41287324,2587,5743,297.2604826,659.9021847
656,5.745574304,60158,10470.31973,-43.431108,-22.748019,7712.094624,8.690841721,1743,1278,303.3639298,222.4320725
657,14.35100714,114794,7999.020476,-43.50005,-22.757981,7716.395517,13.8200217,2826,1979,196.9199772,137.8997293
658,99.9420549,65424,654.6193198,-43.554387,-22.789981,7722.157099,16.18855211,1733,858,17.34004771,8.584974572
659,6.396424239,21730,3397.210564,-43.532947,-22.764156,7718.58875,13.89080763,690,478,107.8727699,74.72925217
66,0.814880038,11228,13778.71524,-43.177137,-22.954737,7720.225626,10.34526396,490,864,601.3155028,1060.278764
661,16.13162486,118457,7343.153653,-43.458029,-22.724523,7711.085728,12.5504633,3069,1987,190.2474194,123.1742008
662,4.657813215,22282,4783.78994,-43.469445,-22.703128,7709.536602,14.81267915,609,301,130.7480511,64.62259994
663,33.76718593,43095,1276.239012,-43.420854,-22.677935,7704.720956,15.12203211,1045,257,30.94720425,7.610939227
665,5.790125537,28998,5008.18157,-43.42546,-22.695839,7706.700404,12.72292416,845,732,145.9381139,126.4221294
666,1.689640418,13993,8281.643744,-43.427361,-22.709464,7708.129447,10.60506344,365,166,216.0222945,98.24575585
667,30.86253576,61437,1990.66598,-43.616866,-22.839719,7730.052685,15.00887227,1722,1077,55.79580413,34.89667889
669,56.2651384,18584,330.2933313,-43.661734,-22.591828,7707.924911,22.41495621,553,328,9.828466005,5.829542223
67,2.449687436,6932,2829.748767,-43.161936,-22.950436,7719.076694,11.28105591,359,677,146.5493086,276.3617881
672,12.13512242,20261,1669.616449,-43.701156,-22.633894,7713.959748,19.18860474,578,334,47.63033944,27.52341414
673,48.67468212,3318,68.16685504,-43.763944,-22.665241,7720.079395,12.03765592,80,64,1.64356492,1.314851936
674,3.269507778,17980,5499.298739,-43.567365,-22.70046,7714.003704,9.797441579,405,433,123.871857,132.4358373
675,1.677190175,14607,8709.209141,-43.573084,-22.720828,7716.27768,14.6567392,437,549,260.5548295,327.333184
676,19.28883198,17551,909.9047582,-43.602249,-22.712115,7716.83368,18.09690813,331,150,17.16018888,7.776520639
677,33.02543332,11229,340.0106788,-43.596343,-22.745703,7719.841509,19.0617551,232,217,7.024888902,6.570693499
679,7.778615532,18126,2330.234722,-43.543447,-22.694191,7712.232751,12.21228067,417,344,53.60851148,44.22380803
680,3.095571922,23263,7514.927963,-43.56555,-22.718239,7715.659597,5.854557969,380,81,122.7559913,26.16640868
681,6.752271501,32067,4749.068516,-43.54938,-22.7182,7714.874354,14.44779601,781,941,115.6647803,139.36051
682,5.463421181,44198,8089.802806,-43.050658,-22.806759,7699.629118,7.410453823,1090,486,199.5086895,88.95525054
683,14.78737362,59282,4008.960721,-43.05068,-22.788365,7697.819971,8.677866294,1395,987,94.33723907,66.74613259
684,24.05531156,29820,1239.643058,-43.022274,-22.76289,7693.957339,10.23949423,869,919,36.12507773,38.20362075
685,4.812747109,57513,11950.13964,-43.016227,-22.806792,7697.990223,8.075881625,1542,1482,320.3991328,307.9322405
686,1.165340846,11922,10230.48324,-43.006056,-22.829366,7699.727648,7.761144203,926,2630,794.6173026,2256.850438
687,9.816036341,61213,6236.020108,-43.021272,-22.836727,7701.177398,8.272847888,1817,1873,185.1052642,190.8102145
688,1.604905619,17135,10676.64029,-43.032387,-22.817786,7699.842888,6.714712969,537,791,334.5991151,492.8638734
689,4.643582431,43493,9366.259918,-43.04212,-22.833028,7701.807215,7.297301942,1060,507,228.2720326,109.1829439
69,1.03730597,12730,12272.17462,-43.2009,-22.954949,7721.381679,9.48530988,566,663,545.6442132,639.1556773
690,1.001311596,12638,12621.44576,-43.047671,-22.822682,7701.053698,5.943291913,612,1618,611.1983547,1615.880617
691,9.008554095,78801,8747.352701,-42.986397,-22.834551,7699.301631,8.869201813,2015,1062,223.6762946,117.8879528
692,16.38480942,37713,2301.705137,-42.975421,-22.85377,7700.671412,10.0582947,1042,526,63.59549101,32.10290621
693,44.73710612,62918,1406.394053,-42.959848,-22.875814,7702.101166,12.0179025,1751,1393,39.13976902,31.1374633
694,17.27544399,15148,876.8515594,-42.923363,-22.841657,7697.001808,12.4784065,446,336,25.81699205,19.44957248
695,8.085570612,9136,1129.91407,-42.940324,-22.822971,7695.968133,9.55735326,275,161,34.01120504,19.91201459
696,4.739537739,16520,3485.571992,-42.946001,-22.805406,7694.50845,10.51383498,426,167,89.88218334,35.2355038
697,8.915794544,67237,7541.335735,-42.976577,-22.817065,7697.112281,9.002489268,1933,1448,216.8062522,162.4084082
698,19.0997482,96008,5026.663128,-42.990637,-22.789858,7695.103433,10.25987642,2353,1469,123.1953414,76.91200873
699,14.74828609,27927,1893.575961,-42.965584,-22.773091,7692.258892,12.0880841,819,704,55.53187638,47.73436016
7,0.949111747,13102,13804.48619,-43.187698,-22.932961,7718.588414,7.56170182,575,578,605.8296108,608.9904609
701,4.039492374,15587,3858.653156,-43.098003,-22.838741,7705.035911,7.104471415,672,1250,166.3575365,309.4448223
702,3.558167753,42298,11887.57893,-43.081562,-22.844485,7704.816297,3.367025271,655,121,184.0835074,34.00626626
703,1.304960408,14931,11441.72644,-43.079065,-22.833077,7703.574577,6.477831401,336,96,257.4790759,73.56545026
704,2.815275318,34970,12421.52047,-43.07974,-22.82462,7702.774633,6.470531714,966,803,343.1280748,285.2296522
705,3.813615961,35143,9215.138693,-43.063278,-22.814438,7700.987004,6.902834527,1081,986,283.4580123,258.5472712
706,1.530764989,18669,12195.86294,-43.064932,-22.830079,7702.605125,6.417298138,895,1624,584.6749869,1060.907462
707,5.39361257,35446,6571.847633,-43.061525,-22.845651,7703.975041,7.849197222,1031,926,191.1520315,171.6845599
708,13.23477895,32210,2433.739175,-43.048155,-22.861857,7704.932428,8.085692191,963,810,72.76283222,61.20238224
709,1.269260815,14294,11261.6728,-43.091271,-22.857151,7706.525966,5.95481714,422,536,332.4769779,422.2930335
71,0.134267876,3259,24272.37318,-43.191986,-22.952218,7720.68718,11.06705725,102,18,759.6753802,134.0603612
710,1.084242204,12072,11134.04363,-43.361732,-22.798495,7713.712917,6.862243825,621,1026,572.7502563,946.2830321
711,5.986912494,47310,7902.236762,-43.352667,-22.788155,7712.26169,7.64957128,1367,989,228.3313814,165.1936622
712,2.08234036,28667,13766.7216,-43.351,-22.77257,7710.650819,7.869727033,786,475,377.4599077,228.1087228
713,1.49645341,20063,13407.03283,-43.365911,-22.779441,7712.042435,6.91692773,784,1179,523.9053851,787.8628177
714,3.188749029,41608,13048.37716,-43.336766,-22.793043,7711.977831,7.551363548,1217,906,381.6543695,284.1239595
716,3.445861352,45310,13149.10711,-43.343634,-22.764136,7709.468392,8.100094971,1246,533,361.5931904,154.678307
717,1.902221245,26967,14176.58438,-43.370988,-22.769022,7711.263321,7.883050185,818,515,430.0235853,270.7361203
718,2.318354286,37322,16098.48858,-43.373645,-22.796528,7714.092359,7.074374984,1046,544,451.1821192,234.6492092
719,0.779868151,11786,15112.81103,-43.384335,-22.786167,7713.588878,3.533453807,265,28,339.8010286,35.90350491
72,1.448432115,17921,12372.68893,-43.187525,-22.957965,7721.039283,10.56313904,713,1328,492.2564147,916.8534625
720,3.608271094,52292,14492.25921,-43.382097,-22.777272,7712.607753,8.50122139,1681,1785,465.8740866,494.6967547
721,0.562675318,8931,15872.38628,-43.37648,-22.804538,7715.015295,6.168942143,437,14094,776.646826,25048.19305
722,3.75420782,56680,15097.72573,-43.397793,-22.789991,7714.611694,8.34247551,1687,926,449.3624437,246.6565636
723,3.632245092,56382,15522.63093,-43.388123,-22.803635,7715.486403,7.294857378,1507,495,414.8949098,136.2793499
724,12.64367864,19274,1524.398125,-43.639933,-22.817157,7728.955318,14.10752823,653,1138,51.6463617,90.00545116
726,17.1755095,4392,255.7129382,-43.667209,-22.733338,7722.058702,15.767023,123,160,7.161359608,9.315589734
727,26.59959718,18697,702.9053814,-43.681621,-22.771414,7726.488565,11.9568174,641,603,24.09810929,22.66951623
728,72.2188286,4236,58.65506381,-43.690596,-22.685293,7718.483645,16.65737529,130,135,1.800084583,1.869318606
729,109.8836224,18868,171.7089371,-43.740137,-22.779872,7730.152845,17.93958841,439,409,3.995135859,3.722119741
73,0.753884275,13487,17890.01369,-43.193612,-22.948946,7720.443076,12.11602986,493,389,653.9465224,515.9943148
730,145.5826816,30482,209.3793002,-42.725592,-22.781624,7681.69903,25.14764852,511,188,3.510032885,1.291362392
75,0.731701471,16517,22573.41368,-43.181949,-22.945293,7719.5266,9.684562074,827,1701,1130.242363,2324.718573
76,0.999277483,13444,13453.72054,-43.164755,-22.962194,7720.367876,10.53873946,437,300,437.3159681,300.2169117
77,0.431251834,5703,13224.2916,-43.179239,-22.962354,7721.075202,10.74866411,251,405,582.0265109,939.1264419
79,0.332198873,9333,28094.61668,-43.184775,-22.972026,7722.290887,11.97067514,441,814,1327.51805,2450.339439
8,0.995950645,14487,14545.90152,-43.192488,-22.938798,7719.391353,7.532529428,546,596,548.2199373,598.4232283
80,0.209222643,6551,31311.14249,-43.188625,-22.977173,7722.980983,13.91682787,279,344,1333.507671,1644.181502
81,0.252865237,3529,13956.05044,-43.188441,-22.984304,7723.673563,11.91258444,127,200,502.2438101,790.9351339
82,0.312020027,17775,56967.49719,-43.192783,-22.983373,7723.789349,10.54918357,686,561,2198.576825,1797.961515
83,0.10591235,7496,70775.50438,-43.189205,-22.971924,7722.492426,11.61634233,273,109,2577.603081,1029.152878
84,0.220471847,14597,66207.99979,-43.191547,-22.975856,7722.991005,11.51659534,565,585,2562.685475,2653.400005
85,0.905004539,14241,15735.83268,-43.193699,-22.967755,7722.297057,11.33729665,493,130,544.748649,143.6456884
86,0.106096372,4086,38512.15559,-43.193957,-22.975023,7723.024187,51.18693983,2,4,18.8507859,37.7015718
88,0.157805474,8156,51683.88525,-43.182536,-22.964788,7721.472059,8.792674903,272,110,1723.641097,697.0607378
89,0.316704949,19161,60501.10689,-43.188468,-22.966952,7721.968216,10.80923384,709,519,2238.676728,1638.749255
9,0.933880977,7157,7663.717514,-43.201618,-22.941786,7720.121523,8.046863821,292,327,312.6736781,350.1516874
90,0.320888749,19284,60095.59405,-43.178406,-22.963761,7721.173812,10.62975112,705,423,2197.023118,1318.213871
91,0.083496708,3774,45199.38698,-43.185501,-22.969337,7722.061082,10.03333992,153,185,1832.40758,2215.656225
92,0.458702217,10618,23147.91518,-43.194421,-22.986707,7724.195482,11.59460611,406,523,885.1058167,1140.173256
93,0.486544038,13977,28727.10155,-43.200145,-22.982896,7724.094062,10.73735863,537,518,1103.702764,1064.651828
94,0.547177088,10914,19946.0106,-43.205721,-22.983713,7724.440772,9.699404266,515,1060,941.1943798,1937.215617
95,0.469361149,8155,17374.6805,-43.212163,-22.984333,7724.809513,8.430593034,411,849,875.6583303,1808.84166
96,0.463443962,11765,25386.02499,-43.219473,-22.985002,7725.224592,8.424780446,638,1546,1376.649719,3335.894147
97,0.468069415,12054,25752.59055,-43.225816,-22.98563,7725.589475,8.803813571,477,762,1019.079616,1627.963663
98,0.612883613,11881,19385.4098,-43.217811,-22.980064,7724.659587,10.01162505,424,97,691.8116115,158.2682224
99,0.891239059,10675,11977.70665,-43.23067,-22.983896,7725.650973,8.743910144,644,983,722.5895157,1102.958841
